Name,Nation,Position,Club,Age,GK Rating,DL Rating,DC Rating,DR Rating,DM Rating,ML Rating,MC Rating,MR Rating,AML Rating,AMC Rating,AMR Rating,FS Rating,TS Rating,Unique ID,Вибір
"Meza, Maximiliano",Аргентина,AM RC,Monterrey,30,31.75%,57.22%,49.28%,57.22%,56.47%,78.22%,73.47%,78.22%,78.65%,77.08%,80.10%,63.59%,59.95%,14061320,0
"Scalvini, Giorgio",Италия,D C,Atalanta,19,37.23%,65.47%,80.10%,65.47%,76.13%,59.08%,72.22%,59.08%,59.08%,53.53%,59.08%,57.10%,59.61%,43500755,0
"Sa, Jose",Португалия,GK,Wolves,30,80.09%,43.15%,46.64%,43.15%,46.83%,43.12%,45.66%,43.12%,43.12%,39.90%,43.12%,41.52%,46.10%,55038655,0
"Djiku, Alexander",Гана / Франция,D C,Fenerbahce,28,36.97%,61.77%,80.08%,73.64%,69.28%,56.99%,58.81%,56.99%,56.99%,53.47%,56.99%,55.63%,57.85%,48036760,0
"Gorosabel, Andoni",Испания / Страна Басков,D/WB R,Alaves,26,33.52%,64.06%,56.11%,80.08%,60.09%,62.46%,60.29%,62.46%,62.46%,55.78%,62.46%,59.35%,57.88%,67202652,0
"Balliu, Ivan",Албания / Испания,D/WB R,Vallecano,31,34.48%,77.77%,54.05%,80.08%,59.79%,61.25%,60.60%,73.95%,61.25%,55.21%,68.35%,58.36%,54.97%,67053461,0
"Beltran, Fran",Испания,DM,Vigo,24,36.41%,64.29%,53.55%,64.29%,78.46%,72.58%,80.08%,63.99%,67.66%,69.93%,63.99%,62.35%,58.02%,67232115,0
"Jaime, Ivan",Испания,AM LC,FC Porto,22,33.71%,55.39%,46.55%,55.39%,65.35%,78.16%,71.18%,75.17%,80.06%,78.24%,76.36%,72.59%,65.37%,67262227,0
"Elustondo, Aritz",Испания / Страна Басков,D RC,Real San Sebastian,29,34.74%,65.02%,79.08%,80.06%,62.15%,59.58%,60.46%,59.58%,59.58%,53.14%,59.58%,57.57%,59.92%,67190072,0
"Lookman, Ademola",Нигерия / Англия,"AM RLC, F C",Atalanta,25,28.79%,54.11%,42.39%,54.11%,52.72%,77.45%,57.35%,76.63%,79.34%,75.37%,78.78%,80.06%,71.72%,29141828,0
"Andrich, Robert",Германия,"D C, DM",Bayer 04,28,35.12%,65.02%,78.76%,65.02%,80.06%,59.66%,77.34%,59.66%,59.66%,64.74%,59.66%,58.14%,60.94%,91108805,0
"Puig, Riqui",Испания,AM C,LA Galaxy,23,32.99%,53.09%,42.11%,53.09%,53.20%,75.90%,72.82%,74.71%,75.90%,80.05%,75.90%,72.09%,61.87%,67258407,0
"Rebic, Ante",Хорватия,"AM L, ST",Besiktas,29,31.97%,58.29%,55.26%,58.29%,59.15%,77.32%,61.36%,75.16%,80.05%,72.58%,76.86%,79.94%,79.55%,24023726,0
"Bove, Edoardo",Италия,DM,AS Roma,21,36.48%,65.59%,56.68%,65.59%,78.59%,64.12%,80.05%,64.12%,64.12%,59.56%,64.12%,63.85%,59.92%,43424702,0
"Knoche, Robin",Германия,D C,Union Berlin,31,34.23%,60.84%,80.05%,71.40%,71.97%,53.46%,66.66%,53.46%,53.46%,48.02%,53.46%,52.04%,56.61%,91100465,0
"Rajkovic, Predrag",Сербия,GK,Mallorca,27,80.04%,47.66%,47.63%,47.66%,49.74%,46.28%,47.93%,46.28%,46.28%,42.71%,46.28%,47.55%,49.23%,62076152,0
"Mandi, Aissa",Алжир / Франция,D RLC,Villarreal,31,34.96%,79.68%,78.51%,80.03%,60.64%,60.24%,59.28%,60.24%,60.24%,53.06%,60.24%,55.34%,57.43%,85079680,0
Toni Martinez,Испания,ST,FC Porto,26,31.45%,55.32%,54.05%,55.32%,55.88%,61.80%,58.35%,61.80%,61.80%,57.70%,61.80%,78.18%,80.03%,67216151,0
"Deulofeu, Gerard",Испания,"AM RL, ST",Udinese,29,32.35%,53.50%,41.25%,53.50%,52.38%,76.36%,57.56%,76.36%,78.98%,74.08%,78.67%,80.03%,69.95%,67107391,0
"Mukhtar, Hany",Германия / Судан / США,"AM LC, F C",Nashville,28,33.96%,55.33%,42.73%,55.33%,57.81%,78.06%,73.41%,75.90%,78.06%,78.31%,77.69%,80.02%,68.42%,91108809,0
Rodri,Испания,AM RC,Real Hispalis,23,31.74%,57.18%,46.95%,57.18%,55.57%,77.56%,75.24%,78.75%,77.56%,78.02%,80.02%,62.74%,56.08%,67281485,0
Saul,Испания,"DM, M RLC",A. Madrid,28,35.61%,76.92%,70.61%,75.72%,76.15%,80.02%,78.12%,79.38%,78.67%,72.54%,77.37%,63.30%,60.98%,67103336,0
"Freuler, Remo",Швейцария,DM,Bologna,31,35.15%,63.79%,56.23%,63.79%,77.50%,76.48%,80.02%,76.48%,70.88%,72.17%,70.88%,63.49%,60.92%,98006034,0
"Soule, Matias",Аргентина / Италия,AM RC,Frosinone,20,32.75%,54.78%,44.29%,54.78%,53.02%,75.74%,68.82%,77.71%,77.28%,76.82%,80.01%,76.24%,68.26%,14222108,0
"Moleiro, Alberto",Испания / Куба,AM LC,Las Palmas,19,31.99%,53.95%,41.81%,53.95%,52.46%,78.47%,70.89%,76.31%,80.01%,78.04%,78.11%,75.29%,64.87%,2000028320,0
"Hermoso, Mario",Испания,D LC,A. Madrid,28,37.00%,80.00%,77.72%,64.45%,60.43%,67.44%,58.28%,57.47%,62.57%,51.34%,57.47%,55.13%,57.14%,67196188,0
Claudinho,Бразилия / Россия,AM LC,Zenit,26,37.33%,58.48%,46.08%,58.48%,68.19%,78.55%,76.16%,77.64%,79.99%,77.68%,78.95%,78.02%,68.09%,19258928,0
"Vlasic, Nikola",Хорватия,AM RLC,Torino,25,33.51%,56.98%,49.27%,56.98%,65.27%,77.95%,73.49%,77.95%,79.64%,78.28%,79.98%,79.56%,73.84%,24039948,0
"Alderete, Omar",Парагвай,D C,Getafe,26,31.80%,73.58%,79.97%,60.30%,57.05%,53.43%,54.28%,53.43%,53.43%,46.34%,53.43%,50.92%,56.45%,79027217,0
"Bellerin, Hector",Испания,D/WB R,Real Hispalis,28,34.89%,63.98%,53.92%,79.97%,59.41%,62.57%,60.34%,74.60%,62.57%,56.52%,73.43%,60.47%,57.07%,28066082,0
"Semedo, Nelson",Португалия / Кабо-Верде,D/WB R,Wolves,29,34.30%,77.67%,53.14%,79.97%,59.59%,63.63%,61.12%,75.86%,63.63%,58.22%,75.86%,61.87%,57.47%,55061470,0
"Dominguez, Nicolas",Аргентина / Италия,DM,Nottm Forest,25,33.86%,64.47%,59.41%,64.47%,78.39%,74.19%,79.97%,74.19%,68.76%,71.67%,68.76%,59.68%,58.32%,14077011,0
"Johnson, Ben",Англия,D RL,West Ham,23,35.10%,78.43%,58.63%,79.96%,59.75%,61.20%,59.46%,61.20%,61.20%,54.42%,61.20%,58.44%,58.24%,28111063,0
"Berghuis, Steven",Голландия,"AM RLC, F C",Ajax,31,32.24%,54.48%,46.94%,54.48%,54.59%,78.05%,72.41%,79.09%,78.76%,74.10%,79.96%,76.44%,73.95%,37024265,0
"Montiel, Gonzalo",Аргентина / Испания,D/WB R,Nottm Forest,26,35.63%,63.95%,71.61%,79.94%,60.26%,57.30%,57.99%,57.30%,57.30%,49.78%,57.30%,54.89%,56.39%,14136122,0
"Lejeune, Florian",Франция,D C,Vallecano,32,33.58%,62.84%,79.94%,62.84%,71.74%,56.46%,58.48%,56.46%,56.46%,51.40%,56.46%,54.14%,58.05%,85063747,0
"Musso, Juan",Аргентина / Италия,GK,Atalanta,29,79.93%,40.49%,41.02%,40.49%,42.72%,41.10%,42.11%,41.10%,41.10%,37.88%,41.10%,40.30%,43.31%,14048328,0
"Saiz, Samu",Испания,AM RLC,Eyupspor,32,31.08%,52.63%,43.04%,52.63%,52.43%,78.33%,71.71%,78.33%,79.10%,79.93%,79.10%,64.43%,56.38%,67080313,0
"Palazon, Isi",Испания,AM RC,Vallecano,28,33.90%,57.23%,46.71%,57.23%,55.93%,70.57%,71.26%,79.36%,76.22%,76.01%,79.92%,63.95%,57.65%,67173045,0
"Flekken, Mark",Голландия,GK,Brentford,30,79.91%,44.71%,49.59%,44.71%,49.97%,48.68%,50.07%,48.68%,48.68%,47.14%,48.68%,47.08%,51.48%,92056834,0
"Lazzari, Manuel",Италия,D/WB/M R,Lazio,29,34.48%,63.93%,52.89%,79.91%,59.14%,63.11%,60.48%,77.38%,63.11%,57.79%,75.74%,61.33%,55.85%,43096538,0
"Kalimuendo, Arnaud",Франция / ДР Конго,ST,Rennes,21,32.34%,54.98%,49.53%,54.98%,55.29%,63.00%,58.87%,63.00%,63.00%,60.40%,63.00%,79.90%,77.13%,49048445,0
"Martin, Henry",Мексика,ST,America,30,37.11%,60.50%,57.11%,60.50%,60.10%,63.00%,61.08%,63.00%,63.00%,59.30%,63.00%,79.90%,79.28%,51040877,0
"Balogun, Folarin",США / Нигерия / Англия,ST,AS Monaco,22,32.63%,55.63%,49.22%,55.63%,54.52%,70.31%,57.41%,70.31%,76.18%,72.16%,76.18%,79.89%,76.11%,28116305,0
"Baumgartner, Christoph",Австрия,AM/F C,RB Leipzig,23,31.92%,61.77%,55.18%,61.77%,72.21%,77.09%,77.85%,77.09%,78.07%,76.19%,78.07%,79.89%,76.51%,16184707,0
"Gosens, Robin",Германия / Голландия,D/WB/M L,Union Berlin,29,32.86%,79.88%,60.56%,76.72%,72.35%,77.60%,72.51%,74.28%,77.24%,56.48%,68.92%,61.50%,63.28%,37041773,0
"Jensen, Mathias",Дания,M C,Brentford,27,36.00%,63.13%,55.43%,63.13%,74.64%,77.85%,79.88%,78.85%,72.08%,75.38%,72.87%,63.66%,60.09%,27088231,0
"Kone, Manu",Франция / Кот-д'Ивуар,DM,Borussia M'gladbach,22,33.93%,64.00%,70.01%,64.00%,77.21%,64.03%,79.86%,64.03%,64.03%,74.15%,64.03%,61.98%,60.43%,49047182,0
Emerson,Италия / Бразилия,D/WB L,West Ham,28,35.53%,79.86%,54.88%,77.95%,60.12%,78.16%,72.37%,76.19%,72.19%,59.31%,70.61%,61.95%,58.96%,19158043,0
"Demirovic, Ermedin",Босния / Германия,"AM LC, F C",Augsburg,25,32.04%,58.63%,54.61%,58.63%,58.56%,76.76%,60.04%,74.64%,77.71%,72.28%,75.59%,79.85%,78.16%,91158071,0
Raphael Veiga,Бразилия,AM C,SEP,28,32.84%,57.96%,49.06%,57.96%,66.34%,78.52%,75.26%,77.43%,79.00%,78.67%,79.84%,78.48%,72.37%,19233491,0
Ruben Garcia,Испания,AM RLC,Atletico Pamplona,29,30.26%,55.89%,44.80%,55.89%,54.90%,78.29%,73.18%,78.29%,79.26%,75.65%,79.82%,73.01%,65.51%,67155012,0
"Mykolenko, Vitaliy",Украина,D/WB L,Everton,24,34.55%,79.82%,71.14%,71.25%,62.59%,59.51%,58.72%,59.51%,59.51%,52.81%,59.51%,56.32%,56.51%,71104595,0
"Mbemba, Chancel",ДР Конго / Бельгия,D RC,OM,28,35.15%,77.62%,77.11%,79.82%,74.90%,60.63%,60.62%,60.63%,60.63%,54.59%,60.63%,58.26%,60.25%,18057323,0
"Akturkoglu, Kerem",Турция,AM RLC,Galatasaray,24,33.15%,52.60%,41.05%,52.60%,53.26%,76.11%,69.77%,76.11%,79.81%,76.13%,78.94%,78.14%,69.57%,70099785,0
"Kelleher, Caoimhin",Ирландия,GK,Liverpool,24,79.80%,42.83%,46.04%,42.83%,46.57%,45.84%,46.94%,45.84%,45.84%,44.60%,45.84%,46.19%,47.90%,28104130,0
Pepe,Бразилия / Парагвай / Италия,"D/WB R, AM RL",FC Porto,26,34.86%,71.61%,49.52%,74.81%,57.37%,78.60%,72.81%,79.23%,79.52%,72.37%,79.79%,70.26%,63.57%,19340940,0
"Ferguson, Lewis",Шотландия,"DM, AM C",Bologna,23,34.16%,66.04%,61.63%,66.04%,78.57%,75.65%,79.78%,75.65%,76.11%,71.58%,75.15%,71.75%,72.56%,61078132,0
"Badia, Edgar",Испания,GK,Zaragoza,31,79.77%,44.38%,42.64%,44.38%,46.23%,47.01%,46.94%,47.01%,47.01%,46.18%,47.01%,45.98%,44.57%,67080544,0
"Pellegrini, Luca",Италия,D/WB/M L,Lazio,24,36.10%,79.77%,64.75%,63.82%,60.00%,78.39%,69.74%,63.66%,75.90%,57.34%,63.66%,60.64%,59.29%,43252226,0
"Celik, Zeki",Турция,D/WB RL,AS Roma,26,35.35%,78.23%,68.95%,79.76%,59.67%,60.45%,59.41%,60.45%,60.45%,54.04%,60.45%,57.70%,56.98%,70097248,0
"Skov Olsen, Andreas",Дания,AM R,Club Brugge,23,30.86%,56.52%,49.72%,56.52%,55.60%,76.06%,59.09%,77.85%,77.03%,69.93%,79.75%,76.86%,73.17%,27128912,0
"van de Ven, Micky",Голландия,D LC,Tottenham,22,33.37%,79.74%,78.26%,64.25%,71.48%,61.06%,59.69%,61.06%,61.06%,55.17%,61.06%,57.91%,58.84%,37084591,0
"Lacroix, Maxence",Франция / Гваделупа,D C,VfL Wolfsburg,23,33.14%,61.99%,79.74%,61.99%,71.29%,56.81%,57.14%,56.81%,56.81%,52.57%,56.81%,54.77%,57.14%,49038271,0
"Tsygankov, Viktor",Украина / Израиль,AM RL,Girona,25,32.33%,55.68%,46.15%,55.68%,54.21%,78.21%,69.28%,78.88%,78.55%,75.14%,79.74%,76.36%,69.08%,71080414,0
"Casteels, Koen",Бельгия,GK,VfL Wolfsburg,31,79.74%,42.01%,46.30%,42.01%,45.93%,43.36%,45.25%,43.36%,43.36%,41.10%,43.36%,42.26%,46.36%,18010782,0
"Gunn, Angus",Шотландия / Англия,GK,Norwich,27,79.74%,37.72%,40.94%,37.72%,41.82%,41.08%,42.68%,41.08%,41.08%,40.54%,41.08%,39.89%,41.60%,28084714,0
"Ruggeri, Matteo",Италия,D/WB L,Atalanta,21,36.32%,79.74%,67.19%,63.79%,59.62%,74.42%,59.77%,61.64%,68.78%,54.74%,61.64%,56.90%,55.15%,43425834,0
"Ostigard, Leo",Норвегия,D C,Parthenope,23,33.14%,61.09%,79.73%,61.09%,58.56%,54.06%,56.09%,54.06%,54.06%,47.67%,54.06%,51.30%,56.87%,53122155,0
"Stanisic, Josip",Хорватия / Германия,D RLC,Bayer 04,23,33.66%,79.08%,76.10%,79.71%,73.17%,59.85%,71.19%,59.85%,59.85%,53.49%,59.85%,57.06%,58.04%,91190673,0
"Vesga, Mikel",Испания / Страна Басков,DM,A. Bilbao,30,36.64%,64.91%,63.29%,64.91%,79.71%,71.62%,78.06%,71.62%,66.31%,55.58%,66.31%,58.71%,60.59%,67195855,0
"Pasalic, Mario",Хорватия / Германия,AM C,Atalanta,28,34.08%,61.51%,56.43%,61.51%,73.19%,66.02%,79.32%,73.67%,66.02%,77.98%,79.70%,78.44%,76.80%,24021244,0
"Bourigeaud, Benjamin",Франция,AM RC,Rennes,29,34.83%,63.45%,53.05%,63.45%,72.76%,71.64%,78.29%,78.71%,77.51%,60.31%,79.69%,62.12%,57.29%,85117078,0
"Moreno, Alex",Испания,D/WB/AM L,Aston Villa,30,33.65%,79.68%,52.55%,63.75%,58.30%,78.05%,60.60%,63.66%,78.05%,58.00%,63.66%,60.68%,56.13%,67153373,0
"Lanzini, Manuel",Аргентина / Италия,AM C,River,30,32.17%,55.38%,44.64%,55.38%,65.96%,77.79%,74.62%,72.81%,79.62%,79.66%,78.78%,76.58%,68.33%,14025513,0
"Can, Emre",Германия / Турция,"D C, DM",Borussia Dortmund,29,33.71%,78.34%,78.80%,79.17%,79.66%,72.78%,78.49%,72.78%,67.52%,69.26%,67.52%,61.54%,62.92%,92021718,0
Emerson Royal,Бразилия,D/WB R,Tottenham,24,35.37%,63.72%,58.23%,79.65%,60.52%,58.95%,59.44%,70.74%,58.95%,53.82%,70.74%,57.43%,57.02%,19325045,0
"Bardakc?, Abdulkerim",Турция,D C,Galatasaray,28,33.83%,74.33%,79.65%,61.57%,71.63%,58.92%,60.00%,58.92%,58.92%,54.31%,58.92%,56.28%,59.71%,70062993,0
"Haraslin, Lukas",Словакия,AM RL,Sparta Prague,27,33.07%,56.88%,50.41%,56.88%,55.20%,78.46%,59.05%,77.36%,79.65%,73.26%,79.09%,75.15%,70.62%,43155793,0
Eric Garcia,Испания,D C,Girona,22,38.56%,65.97%,76.90%,79.65%,77.43%,63.30%,74.28%,63.30%,63.30%,59.35%,63.30%,61.50%,60.34%,28116427,0
Arthur Cabral,Бразилия,ST,Benfica,25,29.22%,52.50%,51.59%,52.50%,54.08%,62.19%,57.51%,66.52%,62.19%,59.63%,71.49%,78.79%,79.64%,19266403,0
"Klaassen, Davy",Голландия,AM C,Inter,30,36.97%,62.23%,56.74%,62.23%,76.66%,63.95%,79.64%,63.95%,63.95%,74.23%,63.95%,76.18%,74.91%,37018393,0
"Udogie, Destiny",Италия / Нигерия,D/WB L,Tottenham,20,33.14%,79.63%,57.22%,63.70%,71.45%,76.25%,71.95%,62.49%,70.37%,56.79%,62.49%,60.82%,59.66%,43426047,0
"Ito, Hiroki",Япония,D LC,VfB Stuttgart,24,35.29%,79.63%,75.17%,64.15%,72.86%,71.74%,70.19%,60.17%,66.42%,54.51%,60.17%,56.85%,57.16%,45109024,0
"Llorente, Diego",Испания,D C,AS Roma,29,35.79%,77.62%,79.60%,77.62%,74.25%,59.80%,61.97%,59.80%,59.80%,55.74%,59.80%,57.41%,58.69%,67011217,0
Oliver,Испания,AM LC,Sevilla,28,35.02%,58.84%,47.95%,58.84%,67.07%,79.60%,76.78%,78.55%,79.27%,78.37%,77.72%,63.42%,56.12%,67169689,0
"Sabelli, Stefano",Италия,D/WB/M R,Genoa,30,32.42%,75.91%,58.53%,79.59%,59.13%,60.37%,58.70%,74.33%,60.37%,54.35%,68.52%,57.66%,56.44%,43093403,0
"Stengs, Calvin",Голландия / Суринам,AM RC,Feyenoord,24,31.48%,55.53%,46.30%,55.53%,55.52%,76.87%,72.77%,79.03%,77.70%,76.34%,79.59%,75.33%,70.16%,37059574,0
Willian Jose,Бразилия / Испания,AM/F C,Real Hispalis,31,34.76%,58.59%,55.83%,58.59%,58.01%,70.61%,60.82%,70.11%,76.19%,76.19%,75.56%,79.58%,78.40%,19081798,0
"Trigueros, Manu",Испания,M C,Villarreal,31,36.23%,60.59%,51.38%,60.59%,71.50%,65.82%,79.58%,65.82%,65.82%,78.27%,65.82%,65.20%,59.15%,67142545,0
"Perin, Mattia",Италия,GK,Juventus,30,79.58%,41.76%,44.05%,41.76%,42.33%,41.10%,40.19%,41.10%,41.10%,37.00%,41.10%,40.36%,43.41%,43044345,0
"Brooks, David",Уэльс / Англия,AM RC,Southampton,26,31.42%,56.70%,42.82%,56.70%,54.69%,63.66%,71.77%,79.02%,63.66%,77.77%,79.58%,76.83%,66.62%,28095352,0
"Alonso, Marcos",Испания,"D LC, M L",Barcelona,32,32.60%,79.57%,73.58%,63.66%,61.78%,78.59%,62.28%,63.32%,72.37%,58.24%,63.32%,61.77%,62.59%,67080310,0
"Clasie, Jordy",Голландия,"D C, DM",AZ,32,37.33%,63.11%,69.66%,63.11%,78.43%,75.26%,79.56%,75.26%,69.68%,71.62%,69.68%,61.77%,56.97%,37001809,0
"Chalov, Fedor",Россия,ST,CSKA Moscow,25,33.61%,56.88%,50.14%,56.88%,56.96%,68.40%,59.26%,72.22%,73.73%,72.89%,75.39%,79.56%,73.90%,58123846,0
"N'Dicka, Evan",Кот-д'Ивуар / Франция / Камерун,D LC,AS Roma,23,33.98%,76.31%,79.55%,62.24%,71.44%,57.83%,68.14%,57.83%,57.83%,51.95%,57.83%,55.10%,58.89%,48032198,0
"Gil, Carles",Испания / США,"AM RLC, F C",New England,30,34.64%,55.78%,43.14%,55.78%,54.71%,78.02%,72.47%,77.66%,78.37%,76.55%,79.55%,75.79%,65.96%,67103542,0
"Thuram, Khephren",Франция / Италия / Гваделупа,DM,OGC Nice,22,33.62%,64.22%,59.77%,64.22%,77.38%,64.44%,79.55%,64.44%,64.44%,61.20%,64.44%,63.80%,62.15%,49038952,0
"Arambarri, Mauro",Уругвай / Испания,"DM, M RC",Getafe,27,35.07%,65.99%,58.29%,65.99%,79.55%,61.66%,78.10%,75.60%,61.66%,56.58%,69.73%,60.49%,57.95%,78064881,0
"Ait-Nouri, Rayan",Алжир / Франция,D/WB L,Wolves,22,35.12%,79.54%,56.48%,63.63%,59.18%,70.09%,60.29%,63.50%,75.70%,59.23%,63.50%,61.71%,57.77%,49047581,0
"Dabbur, Munas",Израиль,ST,Shabab Al-Ahli,31,32.71%,57.07%,53.22%,57.07%,58.21%,70.92%,60.60%,70.92%,76.84%,74.44%,76.84%,79.54%,77.37%,42024353,0
"Guler, Arda",Турция,AM RC,R. Madrid,18,32.29%,54.57%,43.60%,54.57%,65.16%,75.82%,72.96%,76.89%,76.89%,78.16%,79.53%,72.16%,64.83%,2000077193,0
Gustavo Henrique,Бразилия,D C,COR,30,30.57%,56.82%,79.52%,56.82%,56.27%,51.41%,53.11%,51.41%,51.41%,46.77%,51.41%,50.22%,56.52%,19167576,0
"Posch, Stefan",Австрия,D RC,Bologna,26,33.58%,74.65%,76.35%,79.51%,72.58%,60.40%,69.27%,70.21%,60.40%,53.92%,65.23%,58.79%,61.75%,16147386,0
"Carrillo, Guido",Аргентина / Италия,ST,Estudiantes (LP),32,33.58%,55.20%,56.22%,55.20%,57.08%,59.01%,57.67%,59.01%,59.01%,54.43%,59.01%,73.98%,79.51%,14023274,0
"Cornelius, Andreas",Дания,ST,FC Kobenhavn,30,27.50%,53.16%,54.19%,53.16%,55.44%,58.06%,56.90%,58.06%,58.06%,54.00%,58.06%,74.50%,79.51%,27024589,0
"Taylor, Greg",Шотландия,D/WB L,Celtic,25,34.55%,79.51%,56.50%,63.61%,59.43%,59.70%,59.64%,59.70%,59.70%,53.21%,59.70%,56.11%,55.11%,61074608,0
"Livramento, Tino",Англия / Португалия / Шотландия,D/WB RL,Newcastle,20,34.30%,77.98%,68.41%,79.51%,58.11%,61.57%,58.79%,75.14%,61.57%,55.39%,75.14%,58.86%,56.36%,28124569,0
"Gallagher, Conor",Англия / Шотландия / Ирландия,"DM, AM C",Chelsea,23,34.56%,64.54%,55.14%,64.54%,76.22%,77.54%,79.50%,77.54%,71.67%,73.18%,71.67%,63.73%,59.75%,28108036,0
"Gomez, Gustavo",Парагвай,D C,SEP,30,34.67%,62.14%,79.50%,74.57%,69.47%,54.70%,56.92%,54.70%,54.70%,47.72%,54.70%,51.80%,56.94%,79010306,0
"Under, Cengiz",Турция,AM RL,Fenerbahce,25,30.15%,51.81%,40.00%,51.81%,50.87%,77.60%,56.15%,76.78%,77.96%,73.68%,79.49%,72.50%,64.77%,70096289,0
"Bensebaini, Ramy",Алжир,D LC,Borussia Dortmund,28,34.63%,79.49%,77.84%,63.59%,71.94%,73.47%,70.14%,61.63%,72.32%,55.83%,61.63%,60.01%,62.07%,12038706,0
"Kabak, Ozan",Турция,D C,TSG Hoffenheim,23,34.10%,60.20%,79.48%,72.69%,69.67%,54.95%,55.63%,54.95%,54.95%,50.48%,54.95%,53.96%,57.71%,70110530,0
"Meslier, Illan",Франция,GK,Leeds,23,79.48%,41.24%,44.50%,41.24%,45.05%,43.81%,45.19%,43.81%,43.81%,41.79%,43.81%,42.45%,46.20%,49040115,0
"Caprari, Gianluca",Италия,"AM LC, F C",Brianza,29,31.63%,51.37%,39.58%,51.37%,51.52%,73.12%,57.00%,70.95%,79.48%,77.10%,76.77%,78.51%,69.38%,43067331,0
"Arias, Jhon",Колумбия,AM RLC,FLU,25,34.76%,58.79%,46.90%,58.79%,57.00%,73.18%,72.67%,73.18%,79.47%,76.00%,79.47%,77.50%,70.19%,76053760,0
"Vargas, Matias",Аргентина,AM RLC,SH Port,26,32.06%,53.94%,43.82%,53.94%,54.10%,79.20%,70.37%,77.19%,79.47%,76.60%,77.95%,74.15%,65.14%,14141967,0
"Manaj, Rey",Албания,ST,Sivasspor,26,28.56%,53.90%,53.65%,53.90%,56.03%,64.48%,57.81%,64.48%,69.40%,56.31%,69.40%,77.03%,79.47%,43130944,0
"Steele, Jason",Англия,GK,Brighton,32,79.46%,49.59%,48.37%,49.59%,53.84%,52.15%,55.39%,52.15%,52.15%,51.08%,52.15%,51.38%,50.81%,5108155,0
"Sanabria, Antonio",Парагвай / Испания,ST,Torino,27,30.76%,52.23%,49.10%,52.23%,52.59%,68.08%,56.61%,66.61%,73.53%,71.23%,71.70%,79.46%,78.23%,67181404,0
"Iwobi, Alex",Нигерия / Англия,AM RLC,Fulham,27,33.20%,61.70%,51.55%,61.70%,71.80%,78.02%,76.76%,78.02%,79.46%,73.27%,78.79%,72.44%,67.89%,28084930,0
"Mierez, Ramon",Аргентина,ST,Osijek,26,32.81%,56.51%,56.68%,56.51%,57.99%,59.20%,58.27%,59.20%,59.20%,54.13%,59.20%,74.48%,79.46%,14125181,0
"Doherty, Matt",Ирландия,D/WB R,Wolves,31,34.46%,75.78%,70.47%,79.46%,60.47%,63.00%,60.77%,73.94%,63.00%,58.16%,68.60%,62.26%,61.20%,52032335,0
"Gotze, Mario",Германия,AM C,Eintracht Frankfurt,31,34.71%,60.80%,50.41%,60.80%,74.17%,78.62%,78.65%,78.62%,79.46%,79.44%,79.46%,77.83%,70.02%,35017438,0
"Llorente, Marcos",Испания,"WB R, DM, AM RC",A. Madrid,28,34.84%,65.11%,71.11%,79.45%,78.39%,62.62%,78.87%,78.00%,62.62%,71.11%,76.41%,73.83%,72.84%,67196198,0
"Berg, Patrick",Норвегия,DM,Bodo/Glimt,25,37.86%,64.61%,57.22%,64.61%,79.45%,61.72%,78.23%,61.72%,61.72%,57.34%,61.72%,58.80%,56.75%,53099570,0
"Hatate, Reo",Япония,AM C,Celtic,25,34.26%,62.04%,51.17%,62.04%,61.01%,64.40%,79.45%,64.40%,64.40%,74.34%,64.40%,63.54%,58.40%,45111893,0
"Cash, Matty",Польша / Англия,D/WB/M R,Aston Villa,25,33.71%,63.56%,55.52%,79.45%,60.97%,63.35%,74.75%,77.67%,63.35%,57.76%,77.31%,62.81%,61.18%,29147447,0
"Hudson-Odoi, Callum",Англия / Гана,AM RLC,Nottm Forest,22,31.07%,55.02%,43.84%,55.02%,51.76%,77.91%,57.26%,77.91%,79.43%,74.61%,78.87%,73.52%,65.10%,28112986,0
"Hazard, Thorgan",Бельгия,AM RLC,RSC Anderlecht,30,30.99%,70.00%,49.31%,70.00%,57.79%,78.57%,73.44%,78.57%,79.43%,73.75%,78.87%,73.62%,67.13%,85023676,0
Douglas Luiz,Бразилия,DM,Aston Villa,25,34.84%,65.22%,58.94%,65.22%,78.43%,65.35%,79.43%,65.35%,65.35%,61.75%,65.35%,64.91%,62.32%,19302456,0
"Kleindienst, Tim",Германия,ST,Heidenheim,27,30.77%,57.61%,57.24%,57.61%,57.91%,67.20%,59.16%,67.20%,72.81%,66.33%,72.81%,74.91%,79.41%,92065436,0
"Hegazi, Ahmed",Египет,D C,Al-Ittihad,32,30.98%,60.11%,79.41%,72.58%,70.63%,53.57%,55.29%,53.57%,53.57%,48.15%,53.57%,52.27%,57.35%,12035892,0
"Bergwijn, Steven",Голландия / Суринам,"AM RLC, F C",Ajax,25,30.35%,55.13%,47.32%,55.13%,54.25%,78.85%,69.63%,78.22%,79.41%,75.32%,78.85%,78.73%,72.64%,37050140,0
Jota,Португалия,AM RL,Al-Ittihad,24,31.33%,55.41%,44.06%,55.41%,52.85%,77.88%,58.27%,77.52%,79.41%,61.72%,78.85%,62.66%,55.04%,83111421,0
"Cabrera, Leandro",Уругвай / Испания,D LC,Espanyol,32,33.35%,74.59%,79.40%,60.84%,58.18%,49.69%,53.42%,49.69%,49.69%,41.46%,49.69%,46.27%,53.28%,78027200,0
